Title,Note,URL,Tags,Comment
Presse Books,,https://www.google.com/maps/place/Presse+Books/data=!4m2!3m1!1s0x487603b9c350d21b:0xae9da634862a8c53,,
"51°30'00.5""N 0°04'09.9""W",,"https://www.google.com/maps/search/51.500126,-0.069422",,
"51°29'54.9""N 0°04'14.4""W",,"https://www.google.com/maps/search/51.498594,-0.070661",,
20 Valois House,,https://www.google.com/maps/place/20+Valois+House/data=!4m2!3m1!1s0x48760343d3061d93:0x20eb85b41c61f3bf,,
19 Fendall St,,https://www.google.com/maps/place/19+Fendall+St/data=!4m2!3m1!1s0x487603424cb4f4db:0x9c97ee946e0b0e2b,,
22 Beatrice Rd,,https://www.google.com/maps/place/22+Beatrice+Rd/data=!4m2!3m1!1s0x4876031420b48127:0x81c96a52a335bda3,,
Dropped pin,,"https://www.google.com/maps/search/51.4938305,-0.0646536",,
Dropped pin,,"https://www.google.com/maps/search/51.4928471,-0.0669077",,
Bermondsey,,https://www.google.com/maps/place/Bermondsey/data=!4m2!3m1!1s0x4876033fe2bac5dd:0x103e45404214a6c6,,
"51°29'25.4""N 0°03'27.6""W",,"https://www.google.com/maps/search/51.490382,-0.057666",,
"51°29'28.9""N 0°03'45.1""W",,"https://www.google.com/maps/search/51.491352,-0.062534",,
"51°29'50.5""N 0°04'34.6""W",,"https://www.google.com/maps/search/51.497361,-0.076289",,
"51°29'48.7""N 0°04'17.3""W",,"https://www.google.com/maps/search/51.496853,-0.071482",,
"51°29'57.1""N 0°04'19.3""W",,"https://www.google.com/maps/search/51.499198,-0.072022",,
St Saviours Dock Footbridge,,https://www.google.com/maps/place/St+Saviours+Dock+Footbridge/data=!4m2!3m1!1s0x487603478450ae7b:0xdadc8e4ba0d844ea,,
9 Sugar Ln,,https://www.google.com/maps/place/9+Sugar+Ln/data=!4m2!3m1!1s0x48760338cf671989:0xd4d1059fd180574b,,
11 Amina Wy,,https://www.google.com/maps/place/11+Amina+Wy/data=!4m2!3m1!1s0x4876033ffbd7a447:0x161ded40aa329d1c,,
"51°29'41.1""N 0°04'03.0""W",,"https://www.google.com/maps/search/51.494745,-0.06751",,
"51°29'39.5""N 0°04'05.4""W",,"https://www.google.com/maps/search/51.494299,-0.068158",,
"51°29'51.7""N 0°03'45.7""W",,"https://www.google.com/maps/search/51.497688,-0.062694",,
"51°29'48.3""N 0°03'59.7""W",,"https://www.google.com/maps/search/51.496751,-0.066573",,
"51°29'56.0""N 0°04'04.7""W",,"https://www.google.com/maps/search/51.498875,-0.067982",,
"51°29'55.3""N 0°03'53.0""W",,"https://www.google.com/maps/search/51.498699,-0.064726",,
"51°29'51.0""N 0°04'09.7""W",,"https://www.google.com/maps/search/51.497486,-0.069346",,
Dropped pin,,"https://www.google.com/maps/search/51.4990445,-0.0626514",,
Dropped pin,Cool bridge,"https://www.google.com/maps/search/51.5032033,-0.0390295",,
Dropped pin,Kong wall and stairs,"https://www.google.com/maps/search/51.5055108,-0.0333999",,
Dropped pin,Under bridge,"https://www.google.com/maps/search/51.5062777,-0.0451443",,
Quaker Gardens,,https://www.google.com/maps/place/Quaker+Gardens/data=!4m2!3m1!1s0x48761ca8f6026e01:0x1cc0c1728d4e9fe3,,
44 Thorburn Square,,https://www.google.com/maps/place/44+Thorburn+Square/data=!4m2!3m1!1s0x48760314e5c9c8e1:0xbe42592dd641548c,,
"51°29'13.3""N 0°01'01.5""E",,"https://www.google.com/maps/search/51.487037,0.017081",,
"51°30'36.3""N 0°01'54.8""W",,"https://www.google.com/maps/search/51.510077,-0.031884",,
27 Hawke Rd,,https://www.google.com/maps/place/27+Hawke+Rd/data=!4m2!3m1!1s0x4876015219b82c03:0x4b65ce59801b7c8b,,
"51°25'13.8""N 0°05'16.4""W",,"https://www.google.com/maps/search/51.420488,-0.087892",,
"51°30'38.8""N 0°03'52.3""W",,"https://www.google.com/maps/search/51.510769,-0.064529",,
"51°29'57.2""N 0°03'34.0""W",,"https://www.google.com/maps/search/51.499229,-0.059438",,
"51°29'59.2""N 0°03'38.2""W",,"https://www.google.com/maps/search/51.499779,-0.060603",,
"51°29'55.4""N 0°03'52.1""W",,"https://www.google.com/maps/search/51.498714,-0.064479",,
"51°29'42.7""N 0°02'57.9""W",,"https://www.google.com/maps/search/51.495186,-0.049422",,
"51°29'54.0""N 0°02'28.3""W",,"https://www.google.com/maps/search/51.498329,-0.041184",,
"51°30'05.3""N 0°02'07.5""W",,"https://www.google.com/maps/search/51.501473,-0.035405",,
"51°30'23.3""N 0°02'07.9""W",,"https://www.google.com/maps/search/51.506473,-0.035537",,
"51°30'19.8""N 0°02'28.8""W",,"https://www.google.com/maps/search/51.505503,-0.041337",,
"51°30'13.8""N 0°02'04.4""W",,"https://www.google.com/maps/search/51.503838,-0.034544",,
"51°30'05.3""N 0°01'56.7""W",,"https://www.google.com/maps/search/51.50147,-0.032415",,
"51°30'01.0""N 0°01'57.2""W",,"https://www.google.com/maps/search/51.500281,-0.032552",,
"51°29'48.5""N 0°01'57.6""W",,"https://www.google.com/maps/search/51.496792,-0.032659",,
"51°30'05.4""N 0°02'13.2""W",,"https://www.google.com/maps/search/51.501489,-0.037005",,
"51°29'46.3""N 0°02'24.9""W",,"https://www.google.com/maps/search/51.4962,-0.040252",,
"51°29'53.5""N 0°02'11.1""W",,"https://www.google.com/maps/search/51.498192,-0.036424",,
"51°30'14.5""N 0°02'04.7""W",,"https://www.google.com/maps/search/51.50404,-0.034649",,
Brayford Square Shopping Precinct,,https://www.google.com/maps/place/Brayford+Square+Shopping+Precinct/data=!4m2!3m1!1s0x48760377ae7567f7:0x4fc553b9800464b,,
CARBUZ LTD,,https://www.google.com/maps/place/CARBUZ+LTD/data=!4m2!3m1!1s0x48761c9e2d74d383:0x8b03496cc8f872ce,,
"51°30'07.1""N 0°05'16.2""W",,"https://www.google.com/maps/search/51.501963,-0.087831",,
Dropped pin,,"https://www.google.com/maps/search/51.5008326,-0.1092035",,
103-113 A1,,https://www.google.com/maps/place/103-113+A1/data=!4m2!3m1!1s0x48761b59ff09cf85:0x3da2c1388853a78,,
"51°29'16.1""N 0°01'15.2""W",,"https://www.google.com/maps/search/51.487801,-0.020883",,
1-73 Driffield Rd,,https://www.google.com/maps/place/1-73+Driffield+Rd/data=!4m2!3m1!1s0x48761d23228b64b7:0x319adf78e9d77128,,
Fairlop Waters Country Park,,https://www.google.com/maps/place/Fairlop+Waters+Country+Park/data=!4m2!3m1!1s0x47d8a407eb024759:0x204769a2447af22,,
Sensical Services Ltd,,https://www.google.com/maps/place/Sensical+Services+Ltd/data=!4m2!3m1!1s0x48761b528e472747:0x5683a728e92ce37f,,
"51°25'04.2""N 0°05'00.4""W",,"https://www.google.com/maps/search/51.417831,-0.08345",,
"51°27'12.7""N 0°06'15.9""W",,"https://www.google.com/maps/search/51.453533,-0.10441",,
"51°27'26.5""N 0°06'56.1""W",,"https://www.google.com/maps/search/51.457349,-0.11559",,
"51°26'53.1""N 0°07'13.7""W",,"https://www.google.com/maps/search/51.448079,-0.120471",,
"51°25'25.3""N 0°04'58.0""W",,"https://www.google.com/maps/search/51.423706,-0.082789",,
"51°25'42.3""N 0°05'23.7""W",,"https://www.google.com/maps/search/51.428412,-0.089909",,
"51°29'19.4""N 0°02'09.4""W",,"https://www.google.com/maps/search/51.488719,-0.035943",,
"51°28'51.4""N 0°03'43.0""W",,"https://www.google.com/maps/search/51.48095,-0.061935",,
London,,https://www.google.com/maps/place/London/data=!4m2!3m1!1s0x487603b15931775b:0x57cf7abe57282560,,
"51°25'53.4""N 0°01'58.4""E",,"https://www.google.com/maps/search/51.431499,0.032901",,
"51°25'52.6""N 0°02'05.6""E",,"https://www.google.com/maps/search/51.431287,0.034883",,
"51°25'55.5""N 0°02'45.4""E",,"https://www.google.com/maps/search/51.432079,0.045953",,
41 Stoneycroft Cl,,https://www.google.com/maps/place/41+Stoneycroft+Cl/data=!4m2!3m1!1s0x47d8a9e8aef386db:0xc3b6cd80bdc562f2,,
"51°28'04.6""N 0°00'37.7""W",,"https://www.google.com/maps/search/51.467951,-0.01047",,
"51°28'19.9""N 0°00'27.3""W",,"https://www.google.com/maps/search/51.472182,-0.007594",,
"51°28'26.6""N 0°00'46.5""W",,"https://www.google.com/maps/search/51.474045,-0.012919",,
"51°27'29.3""N 0°00'26.7""W",,"https://www.google.com/maps/search/51.458147,-0.007419",,
"51°27'35.0""N 0°00'24.9""W",,"https://www.google.com/maps/search/51.459722,-0.006929",,
"51°27'31.5""N 0°00'25.0""W",,"https://www.google.com/maps/search/51.458752,-0.006952",,
"51°28'16.2""N 0°02'03.4""W",,"https://www.google.com/maps/search/51.471161,-0.034273",,
"51°27'45.6""N 0°02'02.3""W",,"https://www.google.com/maps/search/51.462677,-0.033984",,
"51°27'44.2""N 0°02'00.1""W",,"https://www.google.com/maps/search/51.462289,-0.033358",,
"51°25'54.2""N 0°02'59.6""W",,"https://www.google.com/maps/search/51.431714,-0.049877",,
Car Park Bridge Leisure Centre - Lewisham | APCOA,,https://www.google.com/maps/place/Car+Park+Bridge+Leisure+Centre+-+Lewisham+%7C+APCOA/data=!4m2!3m1!1s0x487601e10cc230af:0x1152a427ef1c42a7,,
Jerningham Court,,https://www.google.com/maps/place/Jerningham+Court/data=!4m2!3m1!1s0x48760255e1f54049:0x5a8c2359f8704b0e,,
"51°28'33.1""N 0°02'33.7""W",,"https://www.google.com/maps/search/51.475861,-0.042691",,
"51°26'49.9""N 0°04'02.4""W",,"https://www.google.com/maps/search/51.447187,-0.067344",,
"51°27'34.3""N 0°02'39.1""W",,"https://www.google.com/maps/search/51.459536,-0.044192",,
"51°27'28.5""N 0°02'41.5""W",,"https://www.google.com/maps/search/51.457922,-0.044865",,
"51°26'50.3""N 0°01'40.2""W",,"https://www.google.com/maps/search/51.44731,-0.027828",,
"51°26'58.2""N 0°01'41.4""W",,"https://www.google.com/maps/search/51.449492,-0.028162",,
"51°27'17.7""N 0°00'38.7""W",,"https://www.google.com/maps/search/51.454919,-0.010743",,
"51°29'07.7""N 0°02'07.3""E",,"https://www.google.com/maps/search/51.485468,0.035368",,
Lawson House,,https://www.google.com/maps/place/Lawson+House/data=!4m2!3m1!1s0x47d8a8e5c136220d:0xfd0762940f6604dc,,
"51°29'27.1""N 0°02'50.9""E",,"https://www.google.com/maps/search/51.490858,0.04748",,
"51°29'40.5""N 0°03'06.5""E",,"https://www.google.com/maps/search/51.49458,0.051814",,
"51°29'31.3""N 0°03'09.0""E",,"https://www.google.com/maps/search/51.492038,0.052493",,
"51°29'39.3""N 0°03'13.4""E",,"https://www.google.com/maps/search/51.494261,0.053715",,
"51°28'23.7""N 0°03'52.7""W",,"https://www.google.com/maps/search/51.473248,-0.064626",,
"51°28'31.1""N 0°03'39.2""W",,"https://www.google.com/maps/search/51.475307,-0.060877",,
4 Clifton Way,,https://www.google.com/maps/place/4+Clifton+Way/data=!4m2!3m1!1s0x487603063ea0ffff:0xfda6585dd77cc564,,
144 Staveley Cl,,https://www.google.com/maps/place/144+Staveley+Cl/data=!4m2!3m1!1s0x48760307c722ac87:0x14355b1733972a54,,
"51°29'00.1""N 0°03'07.5""W",,"https://www.google.com/maps/search/51.483352,-0.05209",,
Woodpecker Rd,,https://www.google.com/maps/place/Woodpecker+Rd/data=!4m2!3m1!1s0x487602fbad1fdb4b:0x73216d5e4fcc21f2,,
412 Craven Park Rd,,https://www.google.com/maps/place/412+Craven+Park+Rd/data=!4m2!3m1!1s0x48761c47828dbfa9:0xd2b27e8069e0f765,,
Markfield Beam Engine and Museum,,https://www.google.com/maps/place/Markfield+Beam+Engine+and+Museum/data=!4m2!3m1!1s0x48761c395799a261:0x9416dcced6ae9eb6,,
Augustine House,,https://www.google.com/maps/place/Augustine+House/data=!4m2!3m1!1s0x487602584402fb3f:0x1b9058b3e7783af7,,
"51°32'33.1""N 0°08'09.1""W",,"https://www.google.com/maps/search/51.542519,-0.135861",,
Agar Grove,,https://www.google.com/maps/place/Agar+Grove/data=!4m2!3m1!1s0x48761b1bc4d2422b:0x8291460f9f401520,,
"51°32'11.5""N 0°08'17.8""W",,"https://www.google.com/maps/search/51.536517,-0.138263",,
HomeFinish,,https://www.google.com/maps/place/HomeFinish/data=!4m2!3m1!1s0x48761c983bd01ce1:0x2c2f1d51dd391d6d,,
"51°31'59.4""N 0°04'23.3""W",,"https://www.google.com/maps/search/51.533156,-0.073147",,
194 Pitfield St,,https://www.google.com/maps/place/194+Pitfield+St/data=!4m2!3m1!1s0x48761ca331144ca3:0x9fdeca012ae6ffe6,,
Chulita Design,,https://www.google.com/maps/place/Chulita+Design/data=!4m2!3m1!1s0x48761d2738320345:0x317323c62b8c540a,,
Wyllen Cl,,https://www.google.com/maps/place/Wyllen+Cl/data=!4m2!3m1!1s0x48761cd118fdd007:0x127b7b3150364396,,
"51°31'05.2""N 0°03'07.5""W",,"https://www.google.com/maps/search/51.518102,-0.052075",,
"51°27'21.1""N 0°00'34.5""W",,"https://www.google.com/maps/search/51.455861,-0.009577",,
Sainsbury's Bank Travel Money,,https://www.google.com/maps/place/Sainsbury's+Bank+Travel+Money/data=!4m2!3m1!1s0x47d8a9f1cf3fddd3:0x4851d0aece905ab8,,
23 Taunton Rd,,https://www.google.com/maps/place/23+Taunton+Rd/data=!4m2!3m1!1s0x47d8a9dcfa87b8d3:0xb648e1785327e2f0,,
Dropped pin,,"https://www.google.com/maps/search/51.5143822,0.0101894",,
"51°29'27.0""N 0°02'48.1""E",,"https://www.google.com/maps/search/51.490833,0.046689",,
"51°30'57.1""N 0°00'42.4""E",,"https://www.google.com/maps/search/51.51585,0.011781",,
"51°30'59.3""N 0°00'56.6""E",,"https://www.google.com/maps/search/51.51646,0.01573",,
"51°30'59.6""N 0°00'54.5""E",,"https://www.google.com/maps/search/51.516554,0.015141",,
"51°28'34.6""N 0°07'27.3""W",,"https://www.google.com/maps/search/51.476271,-0.124245",,
"51°28'17.4""N 0°07'34.5""W",,"https://www.google.com/maps/search/51.471512,-0.126238",,
Holland Rise House,,https://www.google.com/maps/place/Holland+Rise+House/data=!4m2!3m1!1s0x4876048b60a255a3:0xd7e2faa8619617fb,,
Stockwell Hall of Fame,,https://www.google.com/maps/place/Stockwell+Hall+of+Fame/data=!4m2!3m1!1s0x4876046098c04f49:0x18ddc82561cc0839,,
Southwyck House Estate,,https://www.google.com/maps/place/Southwyck+House+Estate/data=!4m2!3m1!1s0x48760554e99cc88b:0xc9dd9d088e08bb7,,
WCG Electrics,,https://www.google.com/maps/place/WCG+Electrics/data=!4m2!3m1!1s0x487604728fa8e64f:0x325d57d2376d8df9,,
Sceaux Gardens,,https://www.google.com/maps/place/Sceaux+Gardens/data=!4m2!3m1!1s0x48760377991ccb79:0xd6041ae3d2e56ec1,,
"51°28'33.2""N 0°05'28.6""W",,"https://www.google.com/maps/search/51.4759,-0.091287",,
Kinglake St,,https://www.google.com/maps/place/Kinglake+St/data=!4m2!3m1!1s0x4876036f4400aa97:0xe8a1e32015f49a76,,
Nyheke Lambert,,https://www.google.com/maps/place/Nyheke+Lambert/data=!4m2!3m1!1s0x4876015222d0c37b:0x162ccb6c12ce6ca2,,
Littlebourne House,,https://www.google.com/maps/place/Littlebourne+House/data=!4m2!3m1!1s0x4876036f2656196b:0x3c77cbe7fdad3d73,,
